 State-gov, Bachelors, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Self-emp-not-inc, 1st-4th, Married-spouse-absent, Craft-repair, White, Male, Mexico, <=50K
 Local-gov, Some-college, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Doctorate, Never-married, Prof-specialty, White, Female, United-States, >50K
 Private, Bachelors, Divorced, Other-service, White, Female, United-States, <=50K
 Private, Bachelors, Divorced, Protective-serv, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Black, Female, Jamaica, <=50K
 Private, HS-grad, Never-married, Sales, Black, Female, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Asian-Pac-Islander, Male, United-States, <=50K
 Private, Assoc-acdm, Married-spouse-absent, Craft-repair, White, Male, United-States, <=50K
 Private, Bachelors, Married-spouse-absent, Other-service, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Sales, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Male, United-States, <=50K
 State-gov, Assoc-voc, Widowed, Exec-managerial, Amer-Indian-Eskimo, Female, United-States, <=50K
 Private, 10th, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Female, Canada, <=50K
 Local-gov, HS-grad, Widowed, Transport-moving, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Other-service, Black, Female, United-States, <=50K
 Private, Some-college, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 ?, HS-grad, Widowed, ?, White, Female, United-States, <=50K
 Private, Assoc-voc, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Local-gov, HS-grad, Divorced, Transport-moving, Black, Female, United-States, <=50K
 State-gov, Prof-school, Divorced, Prof-specialty, White, Male, United-States, <=50K
 Private, Assoc-voc, Widowed, Prof-specialty, White, Female, United-States, <=50K
 Private, 11th, Never-married, Transport-moving, Black, Male, United-States, <=50K
 ?, HS-grad, Widowed, ?, White, Female, United-States, <=50K
 Federal-gov, Bachelors, Never-married, Exec-managerial, White, Male, United-States, >50K
 Self-emp-not-inc, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Male, Iran, <=50K
 Private, Some-college, Never-married, Other-service, White, Male, United-States, <=50K
 Self-emp-not-inc, Assoc-voc, Never-married, Farming-fishing, White, Male, United-States, <=50K
 ?, Bachelors, Widowed, ?, Amer-Indian-Eskimo, Female, United-States, <=50K
 Private, Bachelors, Never-married, Sales, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 ?, HS-grad, Never-married, ?, White, Female, United-States, <=50K
 Private, Bachelors, Divorced, Exec-managerial, White, Male, United-States, >50K
 Local-gov, 7th-8th, Divorced, Other-service, White, Male, United-States, <=50K
 Private, 11th, Never-married, Sales, White, Female, United-States, <=50K
 Private, Some-college, Married-spouse-absent, Other-service, White, Female, Cuba, <=50K
 Federal-gov, Bachelors, Divorced, Exec-managerial, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, Canada, <=50K
 Local-gov, Assoc-acdm, Never-married, Protective-serv, Black, Male, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, White, Male, Mexico, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Tech-support, White, Female, United-States, <=50K
 Federal-gov, Bachelors, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Transport-moving, White, Male, United-States, <=50K
 Private, 9th, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-inc, Bachelors, Divorced, Sales, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Masters, Divorced, Prof-specialty, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Transport-moving, White, Male, United-States, <=50K
 Private, Masters, Widowed, Prof-specialty, White, Female, United-States, <=50K
 ?, Masters, Divorced, ?, White, Male, United-States, <=50K
 Federal-gov, Masters, Divorced, Adm-clerical, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Self-emp-not-inc, Doctorate, Never-married, Prof-specialty, White, Male, United-States, >50K
 Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 ?, HS-grad, Never-married, ?, Black, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
 Private, Assoc-acdm, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, 12th, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Assoc-acdm, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Exec-managerial, White, Female, United-States, <=50K
 ?, Some-college, Married-spouse-absent, ?, White, Male, United-States, <=50K
 Private, Masters, Never-married, Prof-specialty, White, Male, United-States, >50K
 Private, Some-college, Never-married, Other-service, White, Female, United-States, <=50K
 Federal-gov, Bachelors, Never-married, Exec-managerial, Black, Female, United-States, <=50K
 Private, Masters, Separated, Prof-specialty, White, Female, United-States, >50K
 Private, Bachelors, Never-married, Adm-clerical, White, Female, United-States, <=50K
 ?, HS-grad, Never-married, ?, Black, Female, United-States, <=50K
 Private, 9th, Divorced, Handlers-cleaners, White, Male, Puerto-Rico, >50K
 Private, Bachelors, Widowed, Adm-clerical, White, Female, United-States, <=50K
 State-gov, Assoc-voc, Never-married, Tech-support, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Adm-clerical, Asian-Pac-Islander, Female, Vietnam, <=50K
 Private, 9th, Divorced, Craft-repair, White, Male, United-States, <=50K
 Local-gov, Masters, Married-spouse-absent, Prof-specialty, White, Female, United-States, <=50K
 Private, Masters, Never-married, Exec-managerial, Black, Male, United-States, >50K
 Private, HS-grad, Divorced, Sales, White, Female, United-States, <=50K
 Local-gov, Masters, Widowed, Prof-specialty, White, Female, United-States, <=50K
 Local-gov, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Other-service, Asian-Pac-Islander, Male, South, <=50K
 Private, Bachelors, Divorced, Sales, White, Female, United-States, >50K
 Private, Prof-school, Divorced, Prof-specialty, White, Female, United-States, <=50K
 State-gov, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, 9th, Married-spouse-absent, Machine-op-inspct, Asian-Pac-Islander, Female, China, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Male, United-States, >50K
 ?, HS-grad, Never-married, ?, White, Female, United-States, <=50K
 Private, 11th, Separated, Machine-op-inspct, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Sales, White, Male, United-States, <=50K
 Private, 10th, Married-spouse-absent, Machine-op-inspct, White, Female, Columbia, <=50K
 Private, HS-grad, Divorced, Exec-managerial, Amer-Indian-Eskimo, Female, United-States, <=50K
 Self-emp-inc, Assoc-voc, Divorced, Exec-managerial, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 ?, HS-grad, Widowed, ?, White, Male, Poland, <=50K
 Private, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 Private, 10th, Divorced, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Exec-managerial, White, Female, United-States, <=50K
 ?, HS-grad, Divorced, ?, White, Female, England, <=50K
 Private, HS-grad, Never-married, Sales, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Bachelors, Divorced, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Widowed, Machine-op-inspct, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Sales, White, Female, England, <=50K
 Local-gov, Bachelors, Never-married, Prof-specialty, White, Female, United-States, >50K
 Private, HS-grad, Never-married, Sales, Asian-Pac-Islander, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Black, Female, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, Asian-Pac-Islander, Female, Philippines, <=50K
 State-gov, Doctorate, Divorced, Prof-specialty, White, Female, United-States, >50K
 Self-emp-inc, Some-college, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Local-gov, Assoc-acdm, Divorced, Protective-serv, White, Male, United-States, <=50K
 Self-emp-not-inc, Bachelors, Never-married, Other-service, Black, Female, United-States, <=50K
 ?, 10th, Separated, ?, White, Male, United-States, <=50K
 Local-gov, HS-grad, Separated, Protective-serv, Black, Male, United-States, <=50K
 Private, Some-college, Married-spouse-absent, Adm-clerical, White, Female, United-States, <=50K
 ?, 7th-8th, Widowed, ?, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Separated, Transport-moving, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Sales, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Male, United-States, >50K
 Private, Bachelors, Never-married, Transport-moving, White, Male, United-States, <=50K
 Private, Assoc-acdm, Never-married, Priv-house-serv, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Female, United-States, <=50K
 ?, HS-grad, Widowed, ?, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Sales, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Sales, White, Male, United-States, >50K
 Private, 11th, Never-married, Craft-repair, Black, Male, United-States, <=50K
 Private, Masters, Never-married, Craft-repair, White, Male, United-States, >50K
 Private, Some-college, Divorced, Farming-fishing, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, Asian-Pac-Islander, Female, Poland, <=50K
 Private, HS-grad, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Private, Some-college, Married-spouse-absent, Other-service, Black, Female, United-States, <=50K
 Private, HS-grad, Separated, Sales, White, Female, United-States, <=50K
 Private, 5th-6th, Married-spouse-absent, Craft-repair, White, Male, Puerto-Rico, <=50K
 Private, 10th, Divorced, Sales, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Other-service, White, Female, United-States, <=50K
 Federal-gov, Some-college, Divorced, Transport-moving, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Male, ?, <=50K
 State-gov, Masters, Divorced, Protective-serv, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, White, Female, United-States, >50K
 Private, Bachelors, Never-married, Tech-support, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, Black, Male, United-States, <=50K
 State-gov, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Local-gov, HS-grad, Divorced, Craft-repair, Other, Male, ?, >50K
 Private, 1st-4th, Divorced, Other-service, Black, Male, United-States, <=50K
 Private, Bachelors, Never-married, Machine-op-inspct, White, Female, United-States, <=50K
 Private, Doctorate, Never-married, Prof-specialty, White, Male, United-States, >50K
 Private, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Male, United-States, >50K
 State-gov, Bachelors, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, Bachelors, Divorced, Tech-support, White, Female, ?, <=50K
 State-gov, Some-college, Widowed, Adm-clerical, White, Female, United-States, <=50K
 Private, Bachelors, Divorced, Exec-managerial, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, White, Male, United-States, <=50K
 Self-emp-not-inc, Prof-school, Never-married, Prof-specialty, White, Male, United-States, >50K
