 Private, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, 11th, Separated, Other-service, White, Female, United-States, <=50K
 Private, Assoc-acdm, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, 1st-4th, Married-spouse-absent, Farming-fishing, White, Male, Mexico, <=50K
 Private, HS-grad, Divorced, Prof-specialty, Black, Female, United-States, <=50K
 Private, HS-grad, Divorced, Sales, White, Female, United-States, <=50K
 Private, 10th, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Black, Female, United-States, <=50K
 Private, 10th, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Self-emp-inc, HS-grad, Never-married, Other-service, Asian-Pac-Islander, Female, India, <=50K
 Self-emp-not-inc, Masters, Divorced, Prof-specialty, White, Male, United-States, >50K
 ?, 10th, Never-married, ?, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, 11th, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, HS-grad, Separated, Other-service, White, Female, China, <=50K
 Private, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Widowed, Sales, Amer-Indian-Eskimo, Female, United-States, <=50K
 Private, 10th, Never-married, Other-service, Black, Female, United-States, <=50K
 Local-gov, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Local-gov, Some-college, Divorced, Exec-managerial, Black, Female, United-States, <=50K
 Private, Bachelors, Divorced, Craft-repair, White, Male, United-States, <=50K
 State-gov, 11th, Divorced, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Separated, Handlers-cleaners, White, Female, Japan, <=50K
 Private, 7th-8th, Divorced, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Widowed, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Separated, Craft-repair, Black, Female, United-States, <=50K
 Private, Assoc-acdm, Never-married, Adm-clerical, Black, Female, Jamaica, <=50K
 Private, Masters, Never-married, Prof-specialty, Asian-Pac-Islander, Male, South, <=50K
 Private, HS-grad, Divorced, Sales, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Sales, White, Female, Cuba, <=50K
 State-gov, Assoc-voc, Divorced, Prof-specialty, White, Female, United-States, <=50K
 ?, 11th, Never-married, ?, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Female, United-States, <=50K
 Private, Some-college, Widowed, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Tech-support, Black, Female, United-States, <=50K
 Private, Bachelors, Never-married, Sales, White, Male, United-States, <=50K
 Local-gov, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, Bachelors, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Protective-serv, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Exec-managerial, White, Female, Germany, <=50K
 Local-gov, HS-grad, Divorced, Craft-repair, Black, Male, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 Private, 10th, Separated, Farming-fishing, White, Female, Guatemala, <=50K
 Local-gov, Some-college, Divorced, Transport-moving, White, Male, United-States, <=50K
 Local-gov, Masters, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Self-emp-inc, Some-college, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Widowed, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Separated, Other-service, Asian-Pac-Islander, Female, China, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 ?, HS-grad, Widowed, ?, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Separated, Other-service, White, Female, United-States, <=50K
 Federal-gov, HS-grad, Divorced, Other-service, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Female, Nicaragua, <=50K
 Private, Masters, Separated, Sales, White, Female, United-States, <=50K
 Local-gov, Some-college, Never-married, Other-service, White, Female, United-States, <=50K
 Private, 11th, Never-married, Other-service, Black, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Masters, Divorced, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, Black, Female, United-States, <=50K
 Private, 10th, Never-married, Sales, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Prof-specialty, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 ?, Prof-school, Married-spouse-absent, ?, Asian-Pac-Islander, Female, Vietnam, <=50K
 Private, HS-grad, Never-married, Sales, Black, Female, United-States, <=50K
 Private, 5th-6th, Married-spouse-absent, Farming-fishing, White, Male, Mexico, <=50K
 Local-gov, Some-college, Divorced, Transport-moving, White, Male, United-States, <=50K
 Local-gov, Bachelors, Divorced, Prof-specialty, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, Black, Male, United-States, <=50K
 Private, Some-college, Separated, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Separated, Machine-op-inspct, Black, Female, United-States, <=50K
 Private, Bachelors, Never-married, Other-service, Asian-Pac-Islander, Female, Vietnam, <=50K
 ?, 11th, Never-married, ?, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 Local-gov, Masters, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, Masters, Widowed, Craft-repair, Asian-Pac-Islander, Male, South, <=50K
 Private, 9th, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Craft-repair, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Separated, Other-service, Black, Female, Haiti, <=50K
 Private, Some-college, Divorced, Craft-repair, Black, Female, United-States, <=50K
 Private, Assoc-voc, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Private, 1st-4th, Divorced, Priv-house-serv, White, Female, Cuba, <=50K
 Local-gov, HS-grad, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Self-emp-inc, HS-grad, Divorced, Sales, White, Female, United-States, >50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Local-gov, HS-grad, Married-spouse-absent, Farming-fishing, Black, Male, United-States, <=50K
 Private, Assoc-voc, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Widowed, Other-service, White, Female, United-States, <=50K
 Private, Assoc-voc, Never-married, Sales, Asian-Pac-Islander, Male, South, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Female, United-States, <=50K
 Private, Bachelors, Divorced, Other-service, White, Female, United-States, >50K
 State-gov, HS-grad, Never-married, Other-service, Black, Female, United-States, <=50K
 Private, HS-grad, Divorced, Handlers-cleaners, White, Female, United-States, <=50K
 Local-gov, Masters, Divorced, Prof-specialty, Black, Female, United-States, >50K
 Private, Some-college, Divorced, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Sales, Amer-Indian-Eskimo, Female, United-States, <=50K
 ?, 9th, Widowed, ?, White, Female, United-States, <=50K
 Private, 11th, Separated, Adm-clerical, Black, Female, United-States, <=50K
 Private, HS-grad, Separated, Adm-clerical, White, Female, United-States, <=50K
 Local-gov, 9th, Widowed, Handlers-cleaners, White, Male, United-States, >50K
 Federal-gov, HS-grad, Separated, Handlers-cleaners, White, Female, United-States, <=50K
 Private, HS-grad, Widowed, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-not-inc, Some-college, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, 12th, Separated, Machine-op-inspct, White, Female, United-States, <=50K
 Private, Assoc-acdm, Divorced, Exec-managerial, Black, Female, United-States, <=50K
 Private, Bachelors, Never-married, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Prof-specialty, Black, Female, United-States, <=50K
 Federal-gov, Assoc-voc, Divorced, Exec-managerial, Black, Female, United-States, <=50K
 Private, Some-college, Divorced, Other-service, White, Female, United-States, <=50K
 State-gov, Doctorate, Married-spouse-absent, Prof-specialty, White, Male, United-States, >50K
 Private, HS-grad, Separated, Adm-clerical, White, Female, United-States, <=50K
 Private, 12th, Separated, Priv-house-serv, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, 9th, Separated, Craft-repair, White, Male, United-States, <=50K
 Private, Bachelors, Married-spouse-absent, Craft-repair, White, Female, Ireland, <=50K
 Private, HS-grad, Separated, Other-service, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Private, 10th, Divorced, Other-service, Black, Female, United-States, <=50K
 State-gov, Masters, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Widowed, Craft-repair, White, Female, United-States, <=50K
 State-gov, Some-college, Divorced, Tech-support, White, Female, United-States, <=50K
 Private, Masters, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Self-emp-not-inc, Prof-school, Divorced, Prof-specialty, White, Male, United-States, >50K
 Private, HS-grad, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
 Private, Bachelors, Divorced, Sales, White, Female, United-States, <=50K
 Self-emp-not-inc, Masters, Divorced, Handlers-cleaners, White, Male, Peru, <=50K
 State-gov, Some-college, Separated, Tech-support, White, Female, United-States, <=50K
 Private, 9th, Married-spouse-absent, Adm-clerical, Asian-Pac-Islander, Female, Vietnam, <=50K
 Private, Some-college, Separated, Exec-managerial, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Adm-clerical, Asian-Pac-Islander, Female, Philippines, <=50K
 Private, 7th-8th, Never-married, Farming-fishing, Black, Female, United-States, <=50K
 Private, 5th-6th, Separated, Sales, Black, Female, Puerto-Rico, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, Puerto-Rico, <=50K
 State-gov, Prof-school, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, Black, Female, United-States, <=50K
 Private, 12th, Never-married, Other-service, Black, Male, United-States, <=50K
 Private, Some-college, Widowed, Adm-clerical, White, Female, United-States, <=50K
 Local-gov, Some-college, Divorced, Adm-clerical, Black, Female, United-States, <=50K
 ?, HS-grad, Divorced, ?, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, Black, Female, United-States, <=50K
 Private, 7th-8th, Divorced, Transport-moving, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Divorced, Other-service, White, Male, United-States, <=50K
 Local-gov, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Widowed, Sales, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, 1st-4th, Never-married, Farming-fishing, White, Male, Mexico, <=50K
 Federal-gov, Bachelors, Never-married, Adm-clerical, Black, Male, United-States, >50K
 Private, Bachelors, Widowed, Prof-specialty, White, Female, Puerto-Rico, <=50K
 Private, HS-grad, Never-married, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, Mexico, <=50K
 Local-gov, 11th, Divorced, Adm-clerical, White, Female, United-States, <=50K
 State-gov, Some-college, Separated, Adm-clerical, Black, Female, United-States, <=50K
 Local-gov, Bachelors, Divorced, Protective-serv, White, Female, Germany, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, Assoc-voc, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Black, Female, United-States, <=50K
 Private, Some-college, Separated, Adm-clerical, White, Female, United-States, <=50K
 Private, 5th-6th, Divorced, Transport-moving, White, Male, United-States, <=50K
 ?, 11th, Never-married, ?, Black, Female, United-States, <=50K
