 Private, Bachelors, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 State-gov, Some-college, Never-married, Tech-support, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Assoc-voc, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Self-emp-not-inc, 10th, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 State-gov, Some-college, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, White, Female, United-States, <=50K
 Private, Masters, Divorced, Sales, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Male, United-States, <=50K
 State-gov, Some-college, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Female, United-States, <=50K
 ?, Some-college, Never-married, ?, Black, Male, United-States, <=50K
 Private, Some-college, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, Nicaragua, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 ?, Assoc-voc, Married-civ-spouse, ?, White, Female, United-States, >50K
 ?, Bachelors, Never-married, ?, White, Male, United-States, <=50K
 Private, 12th, Separated, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Transport-moving, White, Male, United-States, <=50K
 Without-pay, HS-grad, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Private, 12th, Never-married, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Female, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Prof-specialty, White, Male, El-Salvador, <=50K
 Local-gov, Some-college, Never-married, Adm-clerical, Black, Male, United-States, <=50K
 Private, Assoc-voc, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Male, Thailand, <=50K
 Private, Some-college, Never-married, Other-service, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Female, United-States, <=50K
 ?, 12th, Never-married, ?, Asian-Pac-Islander, Female, Germany, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, Black, Male, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, White, Female, United-States, <=50K
 ?, HS-grad, Never-married, ?, White, Female, United-States, <=50K
 Local-gov, HS-grad, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Tech-support, White, Female, ?, <=50K
 ?, 10th, Never-married, ?, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, Asian-Pac-Islander, Male, Philippines, <=50K
 Private, HS-grad, Never-married, Other-service, White, Male, United-States, <=50K
 Federal-gov, Assoc-acdm, Never-married, Exec-managerial, White, Female, Poland, <=50K
 Private, HS-grad, Never-married, Other-service, White, Male, United-States, <=50K
 Private, 11th, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, White, Male, United-States, <=50K
 State-gov, Masters, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Local-gov, 9th, Never-married, Other-service, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Tech-support, White, Male, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, White, Female, United-States, <=50K
 Self-emp-not-inc, Prof-school, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Private, 7th-8th, Divorced, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Male, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Female, Japan, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Assoc-voc, Never-married, Protective-serv, Black, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Transport-moving, White, Male, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Female, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Female, United-States, <=50K
 Local-gov, 11th, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Local-gov, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, Masters, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, Assoc-voc, Never-married, Tech-support, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Black, Male, United-States, <=50K
 Local-gov, Some-college, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Self-emp-not-inc, Some-college, Never-married, Adm-clerical, White, Male, United-States, <=50K
 ?, 10th, Separated, ?, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Adm-clerical, White, Female, United-States, <=50K
 ?, HS-grad, Widowed, ?, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Black, Female, United-States, <=50K
 Private, HS-grad, Separated, Machine-op-inspct, Black, Female, United-States, <=50K
 Private, Some-college, Divorced, Other-service, White, Male, United-States, <=50K
 Local-gov, HS-grad, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, 11th, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Female, United-States, <=50K
 Local-gov, HS-grad, Never-married, Protective-serv, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Female, United-States, <=50K
 Private, 10th, Never-married, Other-service, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Female, Peru, <=50K
 Private, Masters, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Transport-moving, White, Male, United-States, <=50K
 Private, 10th, Never-married, Transport-moving, Asian-Pac-Islander, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, Amer-Indian-Eskimo, Male, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, Amer-Indian-Eskimo, Male, United-States, <=50K
 State-gov, Assoc-acdm, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 ?, HS-grad, Never-married, ?, White, Female, United-States, <=50K
 Private, 10th, Never-married, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, Black, Female, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, 10th, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Sales, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Sales, White, Male, Germany, <=50K
 Private, Assoc-acdm, Never-married, Sales, White, Male, United-States, <=50K
 Private, 10th, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 Self-emp-inc, 10th, Never-married, Other-service, White, Male, United-States, <=50K
 Local-gov, Some-college, Never-married, Adm-clerical, Amer-Indian-Eskimo, Female, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Separated, Sales, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Black, Male, ?, <=50K
 Private, HS-grad, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Private, 11th, Never-married, Adm-clerical, White, Female, United-States, <=50K
 ?, Some-college, Never-married, ?, Asian-Pac-Islander, Female, Taiwan, <=50K
 Private, Some-college, Never-married, Sales, White, Female, United-States, <=50K
 Local-gov, Bachelors, Never-married, Protective-serv, Black, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Transport-moving, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Local-gov, Some-college, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Sales, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Private, 12th, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Transport-moving, Black, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Female, United-States, <=50K
 Private, Assoc-voc, Separated, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Male, United-States, <=50K
 ?, 11th, Never-married, ?, White, Male, United-States, <=50K
 ?, Assoc-acdm, Never-married, ?, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Female, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Male, United-States, <=50K
 Self-emp-inc, 9th, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Protective-serv, White, Male, Germany, <=50K
 ?, Some-college, Never-married, ?, White, Male, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Male, United-States, <=50K
 Private, 11th, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, 12th, Never-married, Other-service, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Private, Masters, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Black, Female, Jamaica, <=50K
