 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Masters, Married-civ-spouse, Tech-support, White, Male, United-States, >50K
 ?, HS-grad, Married-civ-spouse, ?, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, >50K
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Private, Masters, Married-civ-spouse, Sales, White, Male, India, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Protective-serv, White, Male, United-States, >50K
 Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 State-gov, Some-college, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
 Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, Greece, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, United-States, >50K
 State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, White, Male, Mexico, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Black, Male, United-States, >50K
 ?, HS-grad, Married-civ-spouse, ?, Black, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Transport-moving, White, Male, United-States, >50K
 Private, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Male, Poland, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Black, Male, United-States, <=50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, >50K
 Federal-gov, Masters, Married-civ-spouse, Adm-clerical, White, Male, United-States, >50K
 Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, White, Male, Mexico, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, 7th-8th, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, Columbia, <=50K
 Private, Some-college, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Other-service, White, Male, United-States, <=50K
 State-gov, Bachelors, Married-civ-spouse, Tech-support, White, Male, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Private, 10th, Married-civ-spouse, Other-service, White, Male, ?, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Private, Doctorate, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 ?, Prof-school, Married-civ-spouse, ?, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, >50K
 Private, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Tech-support, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Federal-gov, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
 Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Male, United-States, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 ?, Some-college, Married-civ-spouse, ?, White, Male, United-States, >50K
 Private, 11th, Married-civ-spouse, Adm-clerical, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Other-service, Black, Male, United-States, <=50K
 ?, Some-college, Married-civ-spouse, ?, White, Male, United-States, <=50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, <=50K
 State-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Private, 7th-8th, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male, Cambodia, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 State-gov, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Craft-repair, Black, Male, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Black, Male, United-States, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
 Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-AF-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
 Federal-gov, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Private, 7th-8th, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
 Private, 9th, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, Black, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Asian-Pac-Islander, Male, South, <=50K
 Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Male, Germany, >50K
 ?, 5th-6th, Married-civ-spouse, ?, White, Male, United-States, >50K
 Private, Assoc-voc, Married-civ-spouse, Sales, White, Male, United-States, <=50K
 State-gov, HS-grad, Married-civ-spouse, Protective-serv, White, Male, United-States, >50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
 State-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Other-service, White, Male, United-States, <=50K
 Private, Masters, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Private, Masters, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, Peru, <=50K
 Private, 7th-8th, Married-civ-spouse, Other-service, Asian-Pac-Islander, Male, China, <=50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, White, Male, Mexico, >50K
 Private, 10th, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, 11th, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
 Private, 10th, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, ?, <=50K
 Private, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male, Japan, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Black, Male, ?, >50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
 Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Protective-serv, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Male, United-States, <=50K
 ?, Assoc-voc, Married-civ-spouse, ?, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, Masters, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, 1st-4th, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
 Private, Masters, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Sales, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Transport-moving, White, Male, United-States, >50K
 State-gov, HS-grad, Married-civ-spouse, Protective-serv, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
 Private, Doctorate, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Tech-support, White, Male, United-States, <=50K
 Private, Masters, Married-civ-spouse, Exec-managerial, White, Male, Japan, >50K
 Private, 12th, Married-civ-spouse, Transport-moving, White, Male, United-States, >50K
 Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Other-service, White, Male, United-States, <=50K
 Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Black, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
